event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,round,time
UFC Fight Night 36 - Machida vs. Mousasi,Ultimate Fighting Championship (UFC),"Feb 15, 2014","Arena Jaragua, Jaragua do Sul, Santa Catarina, Brazil",12,Lyoto Machida,Gegard Mousasi,win,loss,Decision,Unanimous,5,5:00
UFC Fight Night 36 - Machida vs. Mousasi,Ultimate Fighting Championship (UFC),"Feb 15, 2014","Arena Jaragua, Jaragua do Sul, Santa Catarina, Brazil",2,Ildemar Alcantara,Albert Tumenov,win,loss,Decision,Split,3,05:00
UFC 169 - Barao vs. Faber 2,Ultimate Fighting Championship (UFC),"Feb 1, 2014","Prudential Center, Newark, New Jersey, United States",2,Rashid Magomedov,Anthony Rocco Martin,win,loss,Decision,Unanimous,3,05:00
UFC on Fox 9 - Johnson vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Dec 14, 2013","Sleep Train Arena, Sacramento, California, United States",11,Demetrious Johnson,Joseph Benavidez,win,loss,KO,Punches,1,2:08
UFC - The Ultimate Fighter 18 Finale,Ultimate Fighting Championship (UFC),"Nov 30, 2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Chris Holdsworth,Davey Grant,win,loss,Submission,Rear-Naked Choke,2,02:10
UFC 167 - St. Pierre vs. Hendricks,Ultimate Fighting Championship (UFC),"Nov 16, 2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States",12,Georges St. Pierre,Johny Hendricks,win,loss,Decision,Split,5,5:00
UFC Fight Night 31 - Fight for the Troops 3,Ultimate Fighting Championship (UFC),"Nov 6, 2013","Fort Campbell, Hopkinsville, Kentucky, United States",10,Rustam Khabilov,Jorge Masvidal,win,loss,Decision,Unanimous,3,05:00
UFC 166 - Velasquez vs. Dos Santos 3,Ultimate Fighting Championship (UFC),"Oct 19, 2013","Toyota Center, Houston, Texas, United States",12,Daniel Cormier,Roy Nelson,win,loss,Decision,Unanimous,3,05:00
UFC 166 - Velasquez vs. Dos Santos 3,Ultimate Fighting Championship (UFC),"Oct 19, 2013","Toyota Center, Houston, Texas, United States",4,Adlan Amagov,T.J. Waldburger,win,loss,KO,Punches,1,03:00
UFC 166 - Velasquez vs. Dos Santos 3,Ultimate Fighting Championship (UFC),"Oct 19, 2013","Toyota Center, Houston, Texas, United States",1,Kyoji Horiguchi,Dustin Pague,win,loss,TKO,Punches,2,03:51
UFC 165 - Jones vs. Gustafsson,Ultimate Fighting Championship (UFC),"Sep 21, 2013","Air Canada Centre, Toronto, Ontario, Canada",13,Jon Jones,Alexander Gustafsson,win,loss,Decision,Unanimous,5,5:00
UFC 165 - Jones vs. Gustafsson,Ultimate Fighting Championship (UFC),"Sep 21, 2013","Air Canada Centre, Toronto, Ontario, Canada",9,Khabib Nurmagomedov,Pat Healy,win,loss,Decision,Unanimous,3,05:00
UFC on Fox 8 - Johnson vs. Moraga,Ultimate Fighting Championship (UFC),"Jul 27, 2013","KeyArena, Seattle, Washington, United States",12,Demetrious Johnson,John Moraga,win,loss,Submission,Armbar,5,3:43
UFC 160 - Velasquez vs. Bigfoot 2,Ultimate Fighting Championship (UFC),"May 25, 2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Khabib Nurmagomedov,Abel Trujillo,win,loss,Decision,Unanimous,3,05:00
UFC 159 - Jones vs. Sonnen,Ultimate Fighting Championship (UFC),"Apr 27, 2013","Prudential Center, Newark, New Jersey, United States",11,Jon Jones,Chael Sonnen,win,loss,TKO,Elbows and Punches,1,4:33
UFC 159 - Jones vs. Sonnen,Ultimate Fighting Championship (UFC),"Apr 27, 2013","Prudential Center, Newark, New Jersey, United States",6,Rustam Khabilov,Yancy Medeiros,win,loss,TKO,Thumb Injury,1,02:32
UFC on Fox 7 - Henderson vs. Melendez,Ultimate Fighting Championship (UFC),"Apr 20, 2013","HP Pavilion, San Jose, California, United States",11,Daniel Cormier,Frank Mir,win,loss,Decision,Unanimous,3,05:00
UFC on Fuel TV 9 - Mousasi vs. Latifi,Ultimate Fighting Championship (UFC),"Apr 6, 2013","Ericsson Globe Arena, Stockholm, Sweden, Sweden",13,Gegard Mousasi,Ilir Latifi,win,loss,Decision,Unanimous,3,5:00
UFC on Fuel TV 9 - Mousasi vs. Latifi,Ultimate Fighting Championship (UFC),"Apr 6, 2013","Ericsson Globe Arena, Stockholm, Sweden, Sweden",5,Adlan Amagov,Chris Spang,win,loss,Decision,Unanimous,3,05:00
UFC 158 - St. Pierre vs. Diaz,Ultimate Fighting Championship (UFC),"Mar 16, 2013","Bell Centre, Montreal, Quebec, Canada",12,Georges St. Pierre,Nick Diaz,win,loss,Decision,Unanimous,5,5:00
UFC on Fox 6 - Johnson vs. Dodson,Ultimate Fighting Championship (UFC),"Jan 26, 2013","United Center, Chicago, Illinois, United States",11,Demetrious Johnson,John Dodson,win,loss,Decision,Unanimous,5,5:00
UFC on Fox 6 - Johnson vs. Dodson,Ultimate Fighting Championship (UFC),"Jan 26, 2013","United Center, Chicago, Illinois, United States",3,Shawn Jordan,Mike Russow,win,loss,TKO,Punches and Elbows,2,03:48
UFC on FX 7 - Belfort vs. Bisping,Ultimate Fighting Championship (UFC),"Jan 19, 2013","Geraldo Jose de Almeida State Gymnasium, Sao Paulo, Brazil, Brazil",8,Khabib Nurmagomedov,Thiago Tavares,win,loss,TKO,Punches and Elbows,1,01:55
UFC on FX 6 - Sotiropoulos vs. Pearson,Ultimate Fighting Championship (UFC),"Dec 15, 2012","Gold Coast Convention Centre, Gold Coast, Queensland, Australia",2,Mike Wilkinson,Brendan Loughnane,win,loss,Decision,Unanimous,3,05:00
UFC - The Ultimate Fighter 16 Finale,Ultimate Fighting Championship (UFC),"Dec 15, 2012","The Joint at the Hard Rock Hotel & Casino, Las Vegas, Nevada, United States",5,Rustam Khabilov,Vinc Pichel,win,loss,KO,Suplex and Punches,1,02:15
UFC 154 - St. Pierre vs. Condit,Ultimate Fighting Championship (UFC),"Nov 17, 2012","Bell Centre, Montreal, Quebec, Canada",12,Georges St. Pierre,Carlos Condit,win,loss,Decision,Unanimous,5,5:00
UFC 152 - Jones vs. Belfort,Ultimate Fighting Championship (UFC),"Sep 22, 2012","Air Canada Centre, Toronto, Ontario, Canada",12,Jon Jones,Vitor Belfort,win,loss,Submission,Keylock,4,0:54
UFC 152 - Jones vs. Belfort,Ultimate Fighting Championship (UFC),"Sep 22, 2012","Air Canada Centre, Toronto, Ontario, Canada",11,Demetrious Johnson,Joseph Benavidez,win,loss,Decision,Split,5,05:00
UFC 148 - Silva vs. Sonnen 2,Ultimate Fighting Championship (UFC),"Jul 7, 2012","MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Khabib Nurmagomedov,Gleison Tibau,win,loss,Decision,Unanimous,3,05:00
UFC 147 - Silva vs. Franklin 2,Ultimate Fighting Championship (UFC),"Jun 23, 2012","Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",8,Fabricio Werdum,Mike Russow,win,loss,TKO,Punches,1,02:28
UFC on FX 3 - Johnson vs. McCall,Ultimate Fighting Championship (UFC),"Jun 8, 2012","BankAtlantic Center, Fort Lauderdale, Florida, United States",12,Demetrious Johnson,Ian McCall,win,loss,Decision,Unanimous,3,5:00
UFC 145 - Jones vs. Evans,Ultimate Fighting Championship (UFC),"Apr 21, 2012","Phillips Arena, Atlanta, Georgia, United States",12,Jon Jones,Rashad Evans,win,loss,Decision,Unanimous,5,5:00
UFC on FX 2 - Alves vs. Kampmann,Ultimate Fighting Championship (UFC),"Mar 3, 2012","Allphones Arena, Sydney, New South Wales, Australia",9,Demetrious Johnson,Ian McCall,draw,draw,Draw,Majority,3,05:00
UFC on Fox 2 - Evans vs. Davis,Ultimate Fighting Championship (UFC),"Jan 28, 2012","United Center, Chicago, Illinois, United States",6,Mike Russow,John Olav Einemo,win,loss,Decision,Unanimous,3,05:00
UFC on FX - Guillard vs. Miller,Ultimate Fighting Championship (UFC),"Jan 20, 2012","Bridgestone Arena, Nashville, Tennessee, United States",5,Khabib Nurmagomedov,Kamal Shalorus,win,loss,Submission,Rear-Naked Choke,3,02:08
UFC 140 - Jones vs. Machida,Ultimate Fighting Championship (UFC),"Dec 10, 2011","Air Canada Centre, Toronto, Ontario, Canada",12,Jon Jones,Lyoto Machida,win,loss,Technical Submission,Guillotine Choke,2,4:26
UFC Live 6 - Cruz vs. Johnson,Ultimate Fighting Championship (UFC),"Oct 1, 2011","Verizon Center, Washington, D.C., United States",10,Dominick Cruz,Demetrious Johnson,win,loss,Decision,Unanimous,5,5:00
UFC 135 - Jones vs. Rampage,Ultimate Fighting Championship (UFC),"Sep 24, 2011","Pepsi Center, Denver, Colorado, United States",10,Jon Jones,Quinton Jackson,win,loss,Submission,Rear-Naked Choke,4,1:14
UFC 132 - Cruz vs. Faber 2,Ultimate Fighting Championship (UFC),"Jul 2, 2011","MGM Grand Garden Arena, Las Vegas, Nevada, United States",11,Dominick Cruz,Urijah Faber,win,loss,Decision,Unanimous,5,5:00
UFC 130 - Rampage vs. Hamill,Ultimate Fighting Championship (UFC),"May 28, 2011","MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,Demetrious Johnson,Miguel Torres,win,loss,Decision,Unanimous,3,05:00
UFC 129 - St. Pierre vs. Shields,Ultimate Fighting Championship (UFC),"Apr 30, 2011","Rogers Centre, Toronto, Ontario, Canada",12,Georges St. Pierre,Jake Shields,win,loss,Decision,Unanimous,5,5:00
UFC Fight Night 24 - Nogueira vs. Davis,Ultimate Fighting Championship (UFC),"Mar 26, 2011","Key Arena, Seattle, Washington, United States",8,Mike Russow,Jon Madsen,win,loss,TKO,Doctor Stoppage,2,05:00
UFC 128 - Shogun vs. Jones,Ultimate Fighting Championship (UFC),"Mar 19, 2011","Prudential Center, Newark, New Jersey, United States",12,Jon Jones,Mauricio Rua,win,loss,TKO,Punches and Knees,3,2:37
UFC 126 - Silva vs. Belfort,Ultimate Fighting Championship (UFC),"Feb 5, 2011","Mandalay Bay Events Center, Las Vegas, Nevada, United States",9,Jon Jones,Ryan Bader,win,loss,Submission,Guillotine Choke,2,04:20
UFC 126 - Silva vs. Belfort,Ultimate Fighting Championship (UFC),"Feb 5, 2011","Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Demetrious Johnson,Norifumi Yamamoto,win,loss,Decision,Unanimous,3,05:00
UFC 124 - St. Pierre vs. Koscheck 2,Ultimate Fighting Championship (UFC),"Dec 11, 2010","Bell Centre, Montreal, Quebec, Canada",11,Georges St. Pierre,Josh Koscheck,win,loss,Decision,Unanimous,5,5:00
UFC 119 - Mir vs. Cro Cop,Ultimate Fighting Championship (UFC),"Sep 25, 2010","Conseco Fieldhouse, Indianapolis, Indiana, United States",8,Sean Sherk,Evan Dunham,win,loss,Decision,Split,3,05:00
UFC Live 2 - Jones vs. Matyushenko,Ultimate Fighting Championship (UFC),"Aug 1, 2010","San Diego Sports Arena, San Diego, California, United States",10,Jon Jones,Vladimir Matyushenko,win,loss,TKO,Elbows,1,1:52
UFC 114 - Rampage vs. Evans,Ultimate Fighting Championship (UFC),"May 29, 2010","MGM Grand Garden Arena, Las Vegas, Nevada, United States",9,Mike Russow,Todd Duffee,win,loss,KO,Punch,3,02:32
UFC 111 - St. Pierre vs. Hardy,Ultimate Fighting Championship (UFC),"Mar 27, 2010","Prudential Center, Newark, New Jersey, United States",10,Georges St. Pierre,Dan Hardy,win,loss,Decision,Unanimous,5,5:00
UFC Live 1 - Vera vs. Jones,Ultimate Fighting Championship (UFC),"Mar 21, 2010","1stBank Center, Broomfield, Colorado, United States",11,Jon Jones,Brandon Vera,win,loss,TKO,Elbows and Punches,1,3:19
UFC - The Ultimate Fighter 10 Finale,Ultimate Fighting Championship (UFC),"Dec 5, 2009","Palms Casino Resort, Las Vegas, Nevada, United States",9,Matt Hamill,Jon Jones,win,loss,Disqualification,Illegal Elbows,1,04:14
UFC 102 - Couture vs. Nogueira,Ultimate Fighting Championship (UFC),"Aug 29, 2009","Rose Garden Arena, Portland, Oregon, United States",4,Mike Russow,Justin McCully,win,loss,Decision,Unanimous,3,05:00
UFC 100 - Lesnar vs. Mir 2,Ultimate Fighting Championship (UFC),"Jul 11, 2009","Mandalay Bay Events Center, Las Vegas, Nevada, United States",10,Georges St. Pierre,Thiago Alves,win,loss,Decision,Unanimous,5,05:00
UFC 100 - Lesnar vs. Mir 2,Ultimate Fighting Championship (UFC),"Jul 11, 2009","Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Jon Jones,Jake O'Brien,win,loss,Submission,Guillotine Choke,2,02:43
UFC 98 - Evans vs. Machida,Ultimate Fighting Championship (UFC),"May 23, 2009","MGM Grand Garden Arena, Las Vegas, Nevada, United States",7,Frankie Edgar,Sean Sherk,win,loss,Decision,Unanimous,3,05:00
UFC 94 - St. Pierre vs. Penn 2,Ultimate Fighting Championship (UFC),"Jan 31, 2009","MGM Grand Garden Arena, Las Vegas, Nevada, United States",10,Georges St. Pierre,B.J. Penn,win,loss,TKO,Corner Stoppage,4,5:00
UFC 94 - St. Pierre vs. Penn 2,Ultimate Fighting Championship (UFC),"Jan 31, 2009","MGM Grand Garden Arena, Las Vegas, Nevada, United States",8,Jon Jones,Stephan Bonnar,win,loss,Decision,Unanimous,3,05:00
UFC 90 - Silva vs. Cote,Ultimate Fighting Championship (UFC),"Oct 25, 2008","Allstate Arena, Rosemont, Illinois, United States",6,Sean Sherk,Tyson Griffin,win,loss,Decision,Unanimous,3,05:00
UFC 87 - Seek and Destroy,Ultimate Fighting Championship (UFC),"Aug 9, 2008","Target Center, Minneapolis, Minnesota, United States",10,Georges St. Pierre,Jon Fitch,win,loss,Decision,Unanimous,5,5:00
UFC 87 - Seek and Destroy,Ultimate Fighting Championship (UFC),"Aug 9, 2008","Target Center, Minneapolis, Minnesota, United States",3,Jon Jones,Andre Gusmao,win,loss,Decision,Unanimous,3,05:00
UFC 84 - Ill Will,Ultimate Fighting Championship (UFC),"May 24, 2008","MGM Grand Garden Arena, Las Vegas, Nevada, United States",11,B.J. Penn,Sean Sherk,win,loss,TKO,Knee and Punches,3,5:00
UFC 83 - Serra vs. St. Pierre 2,Ultimate Fighting Championship (UFC),"Apr 19, 2008","Bell Centre, Montreal, Quebec, Canada",11,Georges St. Pierre,Matt Serra,win,loss,TKO,Knees to the Body,2,4:45
UFC 79 - Nemesis,Ultimate Fighting Championship (UFC),"Dec 29, 2007","Mandalay Bay Events Center, Las Vegas, Nevada, United States",10,Georges St. Pierre,Matt Hughes,win,loss,Submission,Armbar,2,4:54
UFC 74 - Respect,Ultimate Fighting Championship (UFC),"Aug 25, 2007","Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Georges St. Pierre,Josh Koscheck,win,loss,Decision,Unanimous,3,05:00
UFC 73 - Stacked,Ultimate Fighting Championship (UFC),"Jul 7, 2007","ARCO Arena, Sacramento, California, United States",6,Sean Sherk,Hermes Franca,win,loss,Decision,Unanimous,5,05:00
UFC 69 - Shootout,Ultimate Fighting Championship (UFC),"Apr 7, 2007","Toyota Center, Houston, Texas, United States",9,Matt Serra,Georges St. Pierre,win,loss,TKO,Punches,1,3:25
UFC 65 - Bad Intentions,Ultimate Fighting Championship (UFC),"Nov 18, 2006","ARCO Arena, Sacramento, California, United States",9,Georges St. Pierre,Matt Hughes,win,loss,TKO,Head Kick and Punches,2,1:25
UFC 64 - Unstoppable,Ultimate Fighting Championship (UFC),"Oct 14, 2006","Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Sean Sherk,Kenny Florian,win,loss,Decision,Unanimous,5,05:00
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),"May 27, 2006","Staples Center, Los Angeles, California, United States",9,Matt Hughes,Royce Gracie,win,loss,TKO,Punches,1,4:39
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),"Apr 15, 2006","Honda Center, Anaheim, California, United States",8,Sean Sherk,Nick Diaz,win,loss,Decision,Unanimous,3,05:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),"Mar 4, 2006","Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Georges St. Pierre,B.J. Penn,win,loss,Decision,Split,3,05:00
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),"Nov 19, 2005","MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,Georges St. Pierre,Sean Sherk,win,loss,TKO,Punches and Elbows,2,02:53
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),"Aug 20, 2005","MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Georges St. Pierre,Frank Trigg,win,loss,Submission,Rear-Naked Choke,1,04:09
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),"Apr 16, 2005","MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Georges St. Pierre,Jason Miller,win,loss,Decision,Unanimous,3,05:00
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),"Oct 22, 2004","Boardwalk Hall, Atlantic City, New Jersey, United States",5,Matt Hughes,Georges St. Pierre,win,loss,Submission,Armbar,1,04:59
UFC 48 - Payback,Ultimate Fighting Championship (UFC),"Jun 19, 2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Georges St. Pierre,Jay Hieron,win,loss,TKO,Punches,1,01:42
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),"Jan 31, 2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Georges St. Pierre,Karo Parisyan,win,loss,Decision,Unanimous,3,05:00
UFC 42 - Sudden Impact,Ultimate Fighting Championship (UFC),"Apr 25, 2003","American Airlines Arena, Miami, Florida, United States",8,Matt Hughes,Sean Sherk,win,loss,Decision,Unanimous,5,5:00
UFC 39 - The Warriors Return,Ultimate Fighting Championship (UFC),"Sep 27, 2002","Mohegan Sun Arena, Uncasville, Conneticut, United States",1,Sean Sherk,Benji Radach,win,loss,TKO,Doctor Stoppage,1,04:16
UFC 36 - Worlds Collide,Ultimate Fighting Championship (UFC),"Mar 22, 2002","MGM Grand Garden Arena, Las Vegas, Nevada, United States",1,Sean Sherk,Jutaro Nakao,win,loss,Decision,Unanimous,3,05:00
UFC 30 - Battle on the Boardwalk,Ultimate Fighting Championship (UFC),"Feb 23, 2001","Trump Taj Mahal, Atlantic City, New Jersey, United States",1,Sean Sherk,Tiki Ghosn,win,loss,TKO,Shoulder Injury,2,04:47
UFC 27 - Ultimate Bad Boyz,Ultimate Fighting Championship (UFC),"Sep 22, 2000","Lakefront Arena, New Orleans, Louisiana, United States",8,Pedro Rizzo,Dan Severn,win,loss,TKO,Submission to Punches,1,1:33
UFC 20 - Battle for the Gold,Ultimate Fighting Championship (UFC),"May 7, 1999","Boutwell Municipal Auditorium, Birmingham, Alabama, United States",7,Bas Rutten,Kevin Randleman,win,loss,Decision,Split,1,21:00
UFC 18 - Road to the Heavyweight Title,Ultimate Fighting Championship (UFC),"Jan 8, 1999","Pontchartrain Center, Kenner, Louisiana, United States",7,Bas Rutten,Tsuyoshi Kosaka,win,loss,TKO,Punches,1,14:15
UFC 12 - Judgement Day,Ultimate Fighting Championship (UFC),"Feb 7, 1997","Dothan Civic Center Arena, Dothan, Alabama, United States",9,Mark Coleman,Dan Severn,win,loss,Submission,Scarf Hold,1,2:57
UFC 9 - Motor City Madness,Ultimate Fighting Championship (UFC),"May 17, 1996","Cobo Arena, Detroit, Michigan, United States",7,Dan Severn,Ken Shamrock,win,loss,Decision,Split,1,03:00
UFC - Ultimate Ultimate 1995,Ultimate Fighting Championship (UFC),"Dec 16, 1995","Mammoth Gardens, Denver, Colorado, United States",9,Dan Severn,Oleg Taktarov,win,loss,Decision,Unanimous,1,05:00
UFC - Ultimate Ultimate 1995,Ultimate Fighting Championship (UFC),"Dec 16, 1995","Mammoth Gardens, Denver, Colorado, United States",7,Dan Severn,David Abbott,win,loss,Decision,Unanimous,1,18:00
UFC - Ultimate Ultimate 1995,Ultimate Fighting Championship (UFC),"Dec 16, 1995","Mammoth Gardens, Denver, Colorado, United States",4,Dan Severn,Paul Varelans,win,loss,Submission,Arm-Triangle Choke,1,01:40
UFC 6 - Clash of the Titans,Ultimate Fighting Championship (UFC),"Jul 14, 1995","Casper Events Center, Casper, Wyoming, United States",9,Ken Shamrock,Dan Severn,win,loss,Submission,Guillotine Choke,1,02:14
UFC 5 - The Return of the Beast,Ultimate Fighting Championship (UFC),"Apr 7, 1995","Bojangles\' Coliseum, Charlotte, North Carolina, United States",10,Dan Severn,Dave Beneteau,win,loss,Submission,Keylock,1,3:01
UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship (UFC),"Dec 16, 1994","Expo Square Pavilion, Tulsa, Oklahoma, United States",10,Royce Gracie,Dan Severn,win,loss,Submission,Triangle Choke,1,15:49
UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship (UFC),"Dec 16, 1994","Expo Square Pavilion, Tulsa, Oklahoma, United States",8,Dan Severn,Marcus Bossett,win,loss,Submission,Rear-Naked Choke,1,00:52
UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship (UFC),"Dec 16, 1994","Expo Square Pavilion, Tulsa, Oklahoma, United States",7,Royce Gracie,Keith Hackney,win,loss,Submission,Armbar,1,05:32
UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship (UFC),"Dec 16, 1994","Expo Square Pavilion, Tulsa, Oklahoma, United States",6,Dan Severn,Anthony Macias,win,loss,Submission,Rear-Naked Choke,1,01:45
UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship (UFC),"Dec 16, 1994","Expo Square Pavilion, Tulsa, Oklahoma, United States",3,Royce Gracie,Ron van Clief,win,loss,Submission,Rear-Naked Choke,1,03:59
UFC 3 - The American Dream,Ultimate Fighting Championship (UFC),"Sep 9, 1994","Grady Cole Center, Charlotte, North Carolina, United States",4,Royce Gracie,Kimo Leopoldo,win,loss,Submission,Armbar,1,04:40
UFC 2 - No Way Out,Ultimate Fighting Championship (UFC),"Mar 11, 1994","Fillmore Auditorium, Denver, Colorado, United States",15,Royce Gracie,Patrick Smith,win,loss,TKO,Submission to Punches,1,1:17
UFC 2 - No Way Out,Ultimate Fighting Championship (UFC),"Mar 11, 1994","Fillmore Auditorium, Denver, Colorado, United States",14,Royce Gracie,Remco Pardoel,win,loss,Submission,Lapel Choke,1,01:31
UFC 2 - No Way Out,Ultimate Fighting Championship (UFC),"Mar 11, 1994","Fillmore Auditorium, Denver, Colorado, United States",12,Royce Gracie,Jason DeLucia,win,loss,Submission,Armbar,1,01:07
UFC 2 - No Way Out,Ultimate Fighting Championship (UFC),"Mar 11, 1994","Fillmore Auditorium, Denver, Colorado, United States",8,Royce Gracie,Minoki Ichihara,win,loss,Submission,Lapel Choke,1,05:08
UFC 1 - The Beginning,Ultimate Fighting Championship (UFC),"Nov 12, 1993","McNichols Arena, Denver, Colorado, United States",8,Royce Gracie,Gerard Gordeau,win,loss,Submission,Rear-Naked Choke,1,1:44
UFC 1 - The Beginning,Ultimate Fighting Championship (UFC),"Nov 12, 1993","McNichols Arena, Denver, Colorado, United States",6,Royce Gracie,Ken Shamrock,win,loss,Submission,Rear-Naked Choke,1,00:57
UFC 1 - The Beginning,Ultimate Fighting Championship (UFC),"Nov 12, 1993","McNichols Arena, Denver, Colorado, United States",3,Royce Gracie,Art Jimmerson,win,loss,Submission,Smother Choke,1,02:18
Bellator 263 - Pitbull vs. McKee,Bellator MMA,"Jul 31, 2021","The Forum, Inglewood, California, United States",11,A.J. McKee,Patricio Freire,win,loss,Technical Submission,Guillotine Choke,1,1:57
Bellator 263 - Pitbull vs. McKee,Bellator MMA,"Jul 31, 2021","The Forum, Inglewood, California, United States",9,Usman Nurmagomedov,Luis Muro,win,loss,TKO,Knee to the Body,1,03:30
Bellator 263 - Pitbull vs. McKee,Bellator MMA,"Jul 31, 2021","The Forum, Inglewood, California, United States",8,Islam Mamedov,Brent Primus,win,loss,Decision,Split,3,05:00
Bellator 262 - Velasquez vs. Kielholtz,Bellator MMA,"Jul 16, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",6,Johnny Eblen,Travis Davis,win,loss,Decision,Unanimous,3,05:00
Bellator 260 - Lima vs. Amosov,Bellator MMA,"Jun 11, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",10,Yaroslav Amosov,Douglas Lima,win,loss,Decision,Unanimous,5,5:00
Bellator 260 - Lima vs. Amosov,Bellator MMA,"Jun 11, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",3,Lucas Brennan,Matt Skibicki,win,loss,Submission,Anaconda Choke,1,01:54
Bellator 259 - Cyborg vs. Smith 2,Bellator MMA,"May 21, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",13,Cristiane Justino,Leslie Smith,win,loss,TKO,Punches,5,4:51
Bellator 259 - Cyborg vs. Smith 2,Bellator MMA,"May 21, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",1,Alexandr Shabliy,Alfie Davis,win,loss,Decision,Unanimous,3,05:00
Bellator 258 - Archuleta vs. Pettis,Bellator MMA,"May 7, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",11,Sergio Pettis,Juan Archuleta,win,loss,Decision,Unanimous,5,5:00
Bellator 258 - Archuleta vs. Pettis,Bellator MMA,"May 7, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Michael Page,Derek Anderson,win,loss,TKO,Doctor Stoppage,1,05:00
Bellator 258 - Archuleta vs. Pettis,Bellator MMA,"May 7, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Raufeon Stots,Josh Hill,win,loss,Decision,Unanimous,3,05:00
Bellator 258 - Archuleta vs. Pettis,Bellator MMA,"May 7, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",5,Patrick Mix,Albert Morales,win,loss,Submission,Arm-Triangle Choke,3,02:40
Bellator 258 - Archuleta vs. Pettis,Bellator MMA,"May 7, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",4,Johnny Eblen,Daniel Madrid,win,loss,KO,Punches,1,02:44
Bellator 257 - Nemkov vs. Davis 2,Bellator MMA,"Apr 16, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",13,Vadim Nemkov,Phil Davis,win,loss,Decision,Unanimous,5,5:00
Bellator 257 - Nemkov vs. Davis 2,Bellator MMA,"Apr 16, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",4,Lance Gibson Jr.,Marcus Surin,win,loss,Decision,Unanimous,3,05:00
Bellator 256 - Bader vs. Machida 2,Bellator MMA,"Apr 9, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Dalton Rosta,Tony Johnson,win,loss,Decision,Unanimous,3,05:00
Bellator 255 - Pitbull vs. Sanchez 2,Bellator MMA,"Apr 2, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",9,Usman Nurmagomedov,Mike Hamel,win,loss,Decision,Unanimous,3,05:00
Bellator 255 - Pitbull vs. Sanchez 2,Bellator MMA,"Apr 2, 2021","Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Magomed Magomedov,C.J. Hamilton,win,loss,Submission,Rear-Naked Choke,2,01:22
Bellator 254 - Macfarlane vs. Velasquez,Bellator MMA,"Dec 10, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Magomed Magomedov,Matheus Mattos,win,loss,Decision,Unanimous,3,05:00
Bellator 253 - Caldwell vs. McKee,Bellator MMA,"Nov 19, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",9,A.J. McKee,Darrion Caldwell,win,loss,Submission,Neck Crank,1,1:11
